STN,YEARMODA,TEMP,DEWP,SLP,STP,VISIB,WDSP,MXSPD,MAX,MIN,PRCP,FOG,RAIN,SNOW,HAIL,THUNDER,TORNADO,tinggi_air,FACT1,FACT2
"967450","20130602","84.80","74.40","1006.40","1006.00","4.40","3.70","8.00","90.70","78.60","0.00","0","0","0","0","0","0","30","0","0"
"967450","20130605","85.30","74.60","1008.70","1008.30","4.50","3.80","6.00","91.40","79.50","0.00","0","0","0","0","0","0","20","0","0"
"967450","20130606","82.50","72.70","1009.00","1008.50","4.40","4.40","8.00","87.40","78.10","0.00","0","0","0","0","0","0","26.25","0","0"
"967450","20130607","84.80","73.90","1008.70","1008.30","4.60","2.70","5.10","90.30","78.30","0.00","0","0","0","0","0","0","30","0","0"
"967450","20130614","84.10","74.90","1007.10","1006.70","4.50","2.60","5.10","90.70","76.10","0.00","0","0","0","0","0","0","30.454545454545453","1","0"
"967450","20130615","84.40","76.10","1007.50","1007.00","4.50","1.90","5.10","89.20","76.80","0.00","0","0","0","0","0","0","45.55555555555556","1","0"
"967450","20130616","84.50","77.10","1007.00","1006.50","4.50","1.00","4.10","90.00","79.70","0.00","0","0","0","0","1","1","38.333333333333336","1","0"
"967450","20130618","83.60","75.10","1006.20","1005.80","4.60","1.70","5.10","88.20","74.30","0.00","0","0","0","0","0","0","30","1","0"
"967450","20130619","84.40","74.40","1007.20","1006.80","4.50","3.80","8.00","90.00","77.40","0.00","0","0","0","0","0","0","22.5","1","0"
"967450","20130620","85.40","75.90","1007.90","1007.30","4.60","3.20","7.00","90.30","79.00","0.00","0","0","0","0","0","0","20","1","0"
"967450","20130621","84.50","75.90","1008.70","1008.80","4.30","1.00","4.10","90.00","79.70","0.00","0","0","0","0","0","0","20","1","0"
"967450","20130622","85.40","76.70","1008.90","1008.40","4.70","2.40","6.00","91.40","77.20","0.00","0","0","0","0","0","0","29.583333333333332","0","0"
"967450","20130623","84.90","76.20","1009.20","1008.70","4.50","1.00","4.10","90.70","80.20","0.00","0","0","0","0","0","0","20","0","0"
"967450","20130624","85.30","75.70","1011.10","1010.60","4.20","2.50","8.00","92.10","79.00","0.00","0","0","0","0","0","0","20","0","0"
"967450","20130625","85.60","75.20","1011.70","1011.20","4.70","2.90","8.00","91.80","79.70","0.00","0","0","0","0","0","0","21.363636363636363","0","0"
"967450","20130627","83.30","72.60","1010.80","1010.40","4.40","4.50","12.00","91.40","78.10","0.00","0","0","0","0","0","0","80","0","0"
"967450","20130628","83.40","73.90","1010.00","1009.60","4.70","2.00","5.10","89.80","77.40","0.00","0","0","0","0","0","0","25.681818181818183","0","0"
"967450","20130629","85.80","74.80","1010.70","1010.20","4.90","2.50","7.00","91.80","77.90","0.00","0","0","0","0","0","0","20","0","0"
"967450","20130701","84.50","74.50","1008.60","1008.10","4.70","3.00","6.00","90.30","77.20","0.00","0","0","0","0","0","0","20.90909090909091","0","0"
"967450","20130703","79.00","74.10","1008.90","1008.40","4.10","3.50","7.00","83.50","75.40","0.00","0","0","0","0","0","0","21.363636363636363","0","0"
"967450","20130706","81.80","74.30","1010.10","1009.60","4.30","2.30","8.00","87.10","75.40","0.00","0","0","0","0","0","0","22.5","0","0"
"967450","20130707","82.90","70.90","1010.10","1009.60","4.80","3.30","8.00","88.90","76.30","0.00","0","0","0","0","0","0","20","0","0"
"967450","20130708","84.60","74.20","1010.50","1010.00","4.60","1.50","8.00","91.80","75.00","0.00","0","0","0","0","0","0","20","0","0"
"967450","20130710","81.60","74.60","1009.50","1009.00","4.30","1.40","4.10","86.00","77.70","0.00","0","0","0","0","0","0","25.416666666666668","0","0"
"967450","20130716","83.90","74.80","1009.30","1009.00","4.60","1.80","5.10","91.00","77.40","0.00","0","0","0","0","0","0","27.77777777777778","0","0"
"967450","20130719","83.40","71.60","1009.30","1009.00","4.50","2.40","5.10","90.70","75.60","0.00","0","0","0","0","0","0","20","0","0"
"967450","20130720","81.20","74.10","1009.40","1008.90","4.00","1.50","4.10","86.20","76.80","0.00","0","0","0","0","0","0","28.636363636363637","0","1"
"967450","20130724","82.30","74.80","1010.80","1010.30","4.30","2.70","7.00","87.10","76.10","0.00","0","0","0","0","0","0","30","0","0"
"967450","20130726","84.00","74.40","1010.80","1010.40","4.50","3.30","6.00","92.10","76.10","0.00","0","0","0","0","0","0","24.166666666666668","0","0"
"967450","20130727","84.10","74.40","1011.10","1010.60","4.50","1.50","4.10","90.00","76.50","0.00","0","0","0","0","0","0","20","0","0"
"967450","20130728","81.20","74.90","1010.90","1010.50","4.10","0.60","4.10","85.50","79.00","0.00","0","0","0","0","0","0","20","0","0"
"967450","20130729","83.00","74.10","1010.80","1010.40","4.30","1.80","5.10","88.20","76.50","0.00","0","0","0","0","0","0","20","0","0"
"967450","20130730","83.50","74.20","1009.40","1009.00","4.30","1.20","4.10","89.20","77.40","0.00","0","0","0","0","0","0","20","0","0"
"967450","20130731","83.40","72.70","1009.30","1008.80","4.50","0.70","2.90","89.20","77.20","0.00","0","0","0","0","0","0","26.666666666666668","0","0"
"967450","20130802","83.20","73.10","1011.10","1010.20","4.70","3.00","8.00","88.50","77.20","0.00","0","0","0","0","0","0","57.083333333333336","0","0"
"967450","20130803","84.70","72.40","1010.30","1009.80","4.60","2.50","7.00","90.00","77.40","0.00","0","0","0","0","0","0","47.5","0","0"
"967450","20130804","84.10","73.20","1010.40","1009.90","4.30","3.20","6.00","91.00","77.20","0.00","0","0","0","0","0","0","30","0","0"
"967450","20130805","84.10","73.80","1010.50","1010.00","4.30","0.50","4.10","90.30","78.80","0.00","0","0","0","0","0","0","33.18181818181818","0","0"
"967450","20130806","84.00","74.70","1010.50","1010.10","4.70","2.40","8.00","91.40","75.60","0.00","0","0","0","0","1","1","36.111111111111114","0","0"
"967450","20130808","80.00","74.60","1010.70","1010.20","4.30","1.90","7.00","89.60","74.50","0.00","0","0","0","0","0","0","43.18181818181818","0","0"
"967450","20130809","82.10","73.60","1010.10","1009.60","4.60","4.20","9.90","87.80","75.40","0.00","0","0","0","0","0","0","35.416666666666664","0","0"
"967450","20130810","83.90","73.10","1010.90","1010.40","4.70","2.90","8.00","90.30","76.10","0.00","0","0","0","0","0","0","30","0","0"
"967450","20130811","84.40","74.80","1010.00","1009.60","4.60","1.80","5.10","90.10","78.60","0.00","0","0","0","0","0","0","24.166666666666668","0","0"
"967450","20130812","83.40","71.50","1009.70","1009.30","4.70","1.50","8.00","89.20","77.00","0.00","0","0","0","0","0","0","20","0","0"
"967450","20130813","82.30","68.60","1009.80","1009.30","4.60","1.90","5.10","89.80","75.90","0.00","0","0","0","0","0","0","20","0","0"
"967450","20130814","84.10","67.60","1010.60","1010.20","4.50","1.70","6.00","90.70","72.50","0.00","0","0","0","0","0","0","20","0","0"
"967450","20130816","84.60","74.80","1010.50","1010.10","4.50","2.70","8.90","93.60","77.90","0.00","0","0","0","0","0","0","10","0","0"
"967450","20130817","83.40","73.50","1011.80","1011.30","4.60","3.50","7.00","92.50","78.30","0.00","0","0","0","0","0","0","13.333333333333334","0","0"
"967450","20130819","84.30","70.00","1010.50","1010.00","4.60","3.30","6.00","92.10","75.40","0.00","0","0","0","0","0","0","20","0","0"
"967450","20130820","83.90","72.10","1011.10","1010.60","4.70","2.90","5.10","88.90","76.30","0.00","0","0","0","0","0","0","13","0","0"
"967450","20130821","84.40","73.60","1010.40","1010.00","4.80","2.00","5.10","90.00","78.30","0.00","0","0","0","0","0","0","10","0","0"
"967450","20130822","86.00","73.30","1010.90","1010.50","4.80","3.80","8.00","94.30","79.00","0.00","0","0","0","0","0","0","10","0","0"
"967450","20130823","85.40","72.80","1011.00","1010.50","4.80","1.60","6.00","93.60","79.20","0.00","0","0","0","0","0","0","10","0","0"
"967450","20130824","84.20","69.70","1010.80","1010.40","4.80","3.40","8.90","92.50","78.40","0.00","0","0","0","0","0","0","10","0","0"
"967450","20130826","84.10","70.60","1010.60","1010.20","4.70","4.10","9.90","93.20","77.20","0.00","0","0","0","0","0","0","10","0","0"
"967450","20130827","84.20","72.90","1010.80","1010.30","4.60","3.30","9.90","90.70","77.20","0.00","0","0","0","0","0","0","17.5","0","0"
"967450","20130828","84.70","74.40","1011.50","1011.00","4.50","3.00","7.00","91.90","77.00","0.00","0","0","0","0","0","0","10","0","0"
"967450","20130830","84.10","75.70","1010.60","1010.20","4.70","3.40","7.00","92.10","78.40","0.00","0","0","0","0","0","0","20","0","0"
"967450","20130831","84.90","74.90","1010.70","1010.20","4.70","3.50","8.00","90.70","77.20","0.00","0","0","0","0","0","0","27.5","0","0"
"967450","20130901","85.30","74.90","1010.80","1010.40","4.70","2.60","6.00","93.20","79.20","0.00","0","0","0","0","0","0","15","0","0"
"967450","20130902","86.00","74.10","1011.00","1010.40","4.70","2.50","7.00","94.30","79.70","0.00","0","0","0","0","0","0","10","0","0"
"967450","20130906","83.60","74.30","1010.60","1010.10","4.40","2.50","7.00","88.50","75.60","0.00","0","0","0","0","0","0","10","0","0"
"967450","20130907","84.50","75.10","1011.10","1010.60","5.00","2.80","5.10","87.80","77.20","0.00","0","0","0","0","0","0","10","0","0"
"967450","20130910","84.20","73.10","1010.30","1009.80","4.70","3.40","8.90","91.00","77.20","0.00","0","0","0","0","0","0","10","0","0"
"967450","20130916","83.80","73.40","1010.50","1010.00","4.60","3.80","9.90","89.60","78.60","0.00","0","0","0","0","0","0","18.181818181818183","0","0"
"967450","20130917","84.40","73.20","1009.70","1009.30","4.50","2.90","8.90","90.90","78.10","0.00","0","0","0","0","0","0","27.083333333333332","0","0"
"967450","20130918","84.80","74.70","1009.30","1008.80","4.70","1.60","6.00","91.00","77.20","0.00","0","0","0","0","0","0","16.818181818181817","0","0"
"967450","20130919","85.70","75.00","1009.00","1008.60","4.40","3.90","6.00","91.80","81.00","0.00","0","0","0","0","0","0","14.583333333333334","0","0"
"967450","20130920","86.00","74.10","1010.20","1009.70","4.80","4.10","8.90","92.80","80.20","0.00","0","0","0","0","0","0","17.5","0","0"
"967450","20130921","84.50","73.80","1010.80","1010.40","4.80","2.60","8.00","92.10","78.10","0.00","0","0","0","0","0","0","10","0","0"
"967450","20130922","85.00","73.80","1009.70","1009.20","4.40","1.90","5.10","92.80","77.90","0.00","0","0","0","0","0","0","10","0","0"
"967450","20130923","85.60","72.40","1009.10","1008.60","4.60","4.30","6.00","91.90","77.20","0.00","0","0","0","0","0","0","10","0","0"
"967450","20130928","85.50","74.40","1009.70","1009.30","4.50","2.40","8.90","90.30","80.20","0.00","0","0","0","0","0","0","20","0","0"
"967450","20130929","85.00","74.20","1009.20","1008.80","4.50","2.80","5.10","91.00","80.40","0.00","0","0","0","0","0","0","41.42857142857143","0","0"
"967450","20130930","82.70","74.00","1010.10","1009.60","4.30","3.00","7.00","86.40","79.20","0.00","0","0","0","0","0","0","24.166666666666668","0","0"
"967450","20131001","85.50","73.90","1010.80","1010.30","4.70","2.50","7.00","95.00","78.60","0.00","0","0","0","0","0","0","10","0","0"
"967450","20131002","85.30","74.40","1012.00","1011.60","4.30","1.50","5.10","92.80","79.70","0.00","0","0","0","0","0","0","13.333333333333334","0","0"
"967450","20131003","86.10","74.30","1011.50","1011.00","4.40","1.90","6.00","92.50","80.20","0.00","0","0","0","0","0","0","22.916666666666668","0","0"
"967450","20131004","85.20","73.60","1011.30","1010.80","4.60","2.50","4.10","90.30","79.20","0.00","0","0","0","0","0","0","12.727272727272727","0","0"
"967450","20131006","84.20","74.20","1010.00","1009.50","4.30","1.90","5.10","91.40","76.80","0.00","0","0","0","0","0","0","14.347826086956522","0","0"
"967450","20131007","83.90","73.70","1010.80","1010.30","4.40","2.60","5.10","88.50","78.10","0.00","0","0","0","0","0","0","21.25","0","0"
"967450","20131008","84.00","73.60","1011.40","1011.00","4.30","2.60","5.10","89.60","77.90","0.00","0","0","0","0","0","0","15.454545454545455","0","0"
"967450","20131009","85.10","72.60","1011.80","1011.40","4.60","1.10","5.10","92.10","79.00","0.00","0","0","0","0","0","0","10","0","0"
"967450","20131010","83.60","73.20","1012.00","1011.50","4.70","2.50","8.90","91.60","75.60","0.00","0","0","0","0","0","0","10","0","0"
"967450","20131013","83.10","73.80","1011.10","1010.60","4.00","1.30","5.10","88.00","79.50","0.00","0","0","0","0","0","0","32","0","0"
"967450","20131014","85.50","74.20","1010.80","1010.30","4.70","2.10","6.00","92.80","79.50","0.00","0","0","0","0","0","0","15","0","1"
"967450","20131015","86.40","73.60","1011.10","1010.70","4.70","3.00","9.90","93.60","79.20","0.00","0","0","0","0","0","0","24.545454545454547","1","0"
"967450","20131016","87.10","74.20","1010.20","1009.80","4.80","3.80","8.00","95.00","80.10","0.00","0","0","0","0","0","0","28.333333333333332","0","0"
"967450","20131017","88.60","75.90","1009.40","1009.00","5.00","3.30","9.90","95.40","81.50","0.00","0","0","0","0","0","0","14.583333333333334","0","0"
"967450","20131018","83.40","74.40","1011.00","1010.50","4.30","1.90","8.00","90.70","79.00","0.00","0","0","0","0","0","0","12.222222222222221","0","1"
"967450","20131020","85.20","73.90","1010.10","1009.90","4.70","3.60","8.00","93.90","77.20","0.00","0","0","0","0","0","0","13.75","0","1"
"967450","20131021","85.60","72.30","1009.40","1009.00","4.70","3.00","8.00","92.10","73.00","0.00","0","0","0","0","0","0","10","1","0"
"967450","20131022","83.40","73.50","1010.60","1010.20","4.30","2.30","5.10","91.80","73.20","0.00","0","0","0","0","1","1","10","0","0"
"967450","20131023","84.30","74.10","1010.60","1010.20","4.30","2.50","6.00","93.60","77.00","0.00","0","0","0","0","1","1","18.181818181818183","0","0"
"967450","20131024","85.20","74.30","1010.50","1010.00","4.50","2.00","4.10","90.70","77.90","0.00","0","0","0","0","0","0","10","0","0"
"967450","20131025","85.10","75.40","1011.10","1011.00","4.70","2.40","8.00","91.80","79.70","0.00","0","0","0","0","0","0","20","0","0"
"967450","20131026","85.70","74.70","1011.20","1010.80","4.70","1.70","7.00","91.40","79.20","0.00","0","0","0","0","0","0","20","0","0"
"967450","20131027","85.00","74.20","1011.60","1011.10","4.30","1.00","4.10","93.20","79.90","0.00","0","0","0","0","0","0","32","0","1"
"967450","20131030","82.80","74.20","1012.20","1011.80","4.80","2.60","8.90","88.20","72.50","0.00","0","0","0","0","0","0","23.125","1","0"
"967450","20131031","82.90","74.20","1011.00","1010.50","4.40","3.90","9.90","87.10","77.90","0.00","0","0","0","0","0","0","20","0","0"
"967450","20131102","84.60","75.10","1009.10","1008.60","4.30","1.00","4.10","90.70","75.40","0.00","0","0","0","0","0","0","13.333333333333334","0","0"
"967450","20131103","84.80","75.00","1009.60","1009.20","4.40","3.00","6.00","92.10","76.80","0.00","0","0","0","0","0","0","18.636363636363637","0","0"
"967450","20131105","84.50","75.40","1010.10","1009.50","4.40","2.40","7.00","91.00","79.50","0.00","0","0","0","0","0","0","16.666666666666668","0","0"
"967450","20131106","84.70","75.50","1009.60","1009.10","4.70","2.90","5.10","90.30","79.20","0.00","0","0","0","0","0","0","10","0","0"
"967450","20131107","84.80","75.40","1008.50","1008.10","4.30","2.80","7.00","91.40","77.20","0.00","0","0","0","0","0","0","23.333333333333332","0","1"
"967450","20131109","84.70","75.00","1008.80","1008.30","4.50","3.00","8.00","89.60","77.40","0.00","0","0","0","0","0","0","29.166666666666668","0","0"
"967450","20131111","83.60","74.30","1007.90","1007.50","4.50","3.70","6.00","89.60","79.00","0.00","0","0","0","0","1","1","30","0","1"
"967450","20131118","82.30","74.80","1008.80","1008.30","4.20","5.10","12.00","88.70","76.60","0.00","0","0","0","0","0","0","43.333333333333336","1","0"
"967450","20131119","86.00","70.70","1007.90","1007.40","4.60","6.90","12.00","93.60","78.40","0.00","0","0","0","0","0","0","40","0","0"
"967450","20131120","81.80","71.60","1008.00","1007.60","4.00","5.30","8.00","88.20","76.50","0.00","0","0","0","0","0","0","30","0","0"
"967450","20131121","84.80","71.60","1007.00","1006.60","4.10","3.70","8.90","93.90","76.50","0.00","0","0","0","0","0","0","30","0","0"
"967450","20131122","85.60","72.60","1008.00","1007.50","4.50","3.60","28.00","93.60","77.20","0.00","0","0","0","0","0","0","30","0","0"
"967450","20131123","85.40","74.20","1008.40","1008.00","4.50","3.00","6.00","92.10","79.00","0.00","0","0","0","0","0","0","29.166666666666668","0","0"
"967450","20131124","85.00","73.90","1008.90","1008.50","4.30","2.80","5.10","89.60","79.20","0.00","0","0","0","0","0","0","27.5","0","0"
"967450","20131125","85.80","71.60","1008.20","1007.80","4.30","2.50","11.10","93.20","79.70","0.00","0","0","0","0","0","0","30","0","0"
"967450","20131127","83.80","73.70","1010.10","1009.80","4.30","1.30","5.10","90.30","75.60","0.00","0","0","0","0","0","0","20","0","0"
"967450","20131128","85.00","74.50","1009.80","1009.40","4.40","3.60","5.10","91.80","77.40","0.00","0","0","0","0","1","1","20","0","0"
"967450","20131129","84.00","74.30","1009.40","1008.90","4.30","2.50","5.10","91.00","78.60","0.00","0","0","0","0","0","0","16.666666666666668","0","0"
"967450","20131201","83.00","75.10","1009.10","1008.70","4.30","2.70","8.90","92.10","75.90","0.00","0","0","0","0","0","0","10","0","0"
"967450","20131202","82.60","75.70","1009.00","1008.50","4.30","0.80","2.90","90.30","76.30","0.00","0","0","0","0","0","0","16.666666666666668","0","0"
"967450","20131203","82.50","75.60","1008.60","1008.20","4.30","1.90","5.10","85.30","79.20","0.00","0","0","0","0","1","1","27.083333333333332","0","0"
"967450","20131205","84.30","73.90","1007.50","1007.10","4.40","2.50","8.00","92.10","76.10","0.00","0","0","0","0","0","0","32.083333333333336","0","0"
"967450","20131207","86.10","74.00","1008.20","1007.70","4.50","3.40","8.90","93.90","77.20","0.00","0","0","0","0","0","0","27.083333333333332","0","0"
"967450","20131210","84.50","73.90","1006.60","1006.40","5.00","4.10","8.90","91.00","76.10","0.00","0","0","0","0","0","0","33.333333333333336","0","0"
"967450","20131211","83.60","74.80","1007.80","1007.30","4.30","4.40","7.00","88.20","77.90","0.00","0","0","0","0","1","1","48.333333333333336","0","0"
"967450","20131212","82.60","74.80","1007.90","1007.50","4.50","3.30","7.00","90.30","78.80","0.00","0","0","0","0","1","1","43.333333333333336","0","0"
"967450","20131221","82.70","71.30","1010.20","1009.70","4.50","6.80","14.00","88.20","75.40","0.00","0","0","0","0","0","0","27.083333333333332","0","0"
"967450","20131223","81.00","72.00","1011.10","1010.60","4.30","5.20","12.00","86.40","75.40","0.00","0","0","0","0","0","0","34.583333333333336","0","0"
"967450","20131224","82.50","73.30","1011.00","1010.50","4.30","5.20","7.00","86.20","77.20","0.00","0","0","0","0","0","0","30.90909090909091","0","0"
"967450","20131227","82.70","74.80","1009.40","1009.00","4.30","2.60","5.10","88.50","77.00","0.00","0","0","0","0","0","0","20","0","0"
"967450","20131228","82.70","73.20","1009.10","1008.60","4.70","4.50","9.90","88.20","77.00","0.00","0","0","0","0","0","0","17.916666666666668","0","0"
"967450","20140102","84.00","75.10","1010.40","1009.90","4.40","2.60","7.00","89.20","75.40","0.00","0","0","0","0","0","0","39.583333333333336","0","0"
"967450","20140103","84.50","76.00","1009.80","1009.30","4.30","2.30","5.10","89.60","78.60","0.00","0","0","0","0","0","0","40.90909090909091","0","0"
"967450","20140104","84.00","74.20","1009.60","1009.10","4.50","4.40","11.10","89.20","79.00","0.00","0","0","0","0","0","0","20.555555555555557","0","0"
"967450","20140105","81.90","72.30","1008.80","1008.30","4.60","9.00","15.00","90.00","77.00","0.00","0","0","0","0","0","0","16.25","0","0"
"967450","20140106","80.90","73.20","1009.10","1008.70","4.00","5.00","8.90","83.80","77.20","0.00","0","0","0","0","1","1","10","0","0"
"967450","20140109","84.90","72.20","1009.80","1009.30","4.50","4.60","8.00","93.90","75.00","0.00","0","0","0","0","0","0","10","0","0"